Segment,Borrowability,PHOIBLE_frequency_absolute,PHOIBLE_frequency_relative,SEGBO_frequency_absolute,SEGBO_frequency_relative
ɪ,0.00690506096245829,344,0.15801561782269177,2,0.0009186954524575103
t̠ʃʰ,0.006669117421805594,162,0.07441433164905834,1,0.00045934772622875517
kʼ,0.006415167731441101,169,0.07762976573265962,1,0.00045934772622875517
ɖ,0.006312706605579075,172,0.07900780891134589,1,0.00045934772622875517
aː,0.006087001906906431,754,0.3463481855764814,3,0.0013780431786862655
n̪,0.005847434864356701,425,0.19522278364722095,2,0.0009186954524575103
ɔ̃,0.00571211167086482,192,0.08819476343592099,1,0.00045934772622875517
a,0.005685379408323585,1984,0.9113458888378503,1,0.00045934772622875517
ɛ̃,0.005408803156336027,204,0.09370693615066605,1,0.00045934772622875517
ɗ,0.005270293170649043,210,0.09646302250803858,1,0.00045934772622875517
o̞,0.004842878943598368,231,0.10610932475884244,1,0.00045934772622875517
ɓ,0.0045667177109773235,247,0.11345888837850253,1,0.00045934772622875517
ŋɡ,0.004472319689710994,253,0.11621497473587505,1,0.00045934772622875517
nd,0.0044268122071837585,256,0.11759301791456132,1,0.00045934772622875517
mb,0.0041751211111153725,274,0.12586127698667893,1,0.00045934772622875517
uː,0.004121896034308111,730,0.3353238401469913,2,0.0009186954524575103
õ,0.004037313156040206,285,0.13091410197519524,1,0.00045934772622875517
iː,0.003991236513305649,782,0.3592099219108865,2,0.0009186954524575103
ɡb,0.0038128765587781975,305,0.14010105649977034,1,0.00045934772622875517
ã,0.003050942470744867,402,0.18465778594395957,1,0.00045934772622875517
ɨ,0.0030334698882479166,405,0.18603582912264585,1,0.00045934772622875517
ĩ,0.0029341916214474986,423,0.19430408819476344,1,0.00045934772622875517
